"Localidade";"Ano";"Produto Interno Bruto a Preços Correntes - PIB (R$ mil)";"Produto Interno Bruto per Capita (R$)";"Valor Adicionado Bruto a Preços Básicos - Total (R$ mil)";"Valor Adicionado Bruto a Preços Básicos - Agropecuária (R$ mil)";"Valor Adicionado Bruto a Preços Básicos - Indústria (R$ mil)";"Valor Adicionado Bruto a Preços Básicos - Serviços (R$ mil)";"Valor Adicionado Bruto a Preços Básicos - Administração Pública (R$ mil)";"Valor Adicionado Bruto a Preços Básicos - Impostos (R$ mil)"
"Anhanguera";"2016";"15.935";"14.291,76";"15.439";"1.917";"1.051";"4.088";"8.384";"497"
"Anicuns";"2002";"135.224";"...";"123.815";"21.453";"44.833";"57.529";"21.807";"11.409"
"Anicuns";"2003";"135.815";"...";"126.545";"25.765";"37.517";"63.263";"24.975";"9.270"
"Anicuns";"2004";"146.023";"...";"135.176";"28.063";"39.446";"67.668";"27.775";"10.846"
"Anicuns";"2005";"164.172";"...";"148.143";"22.876";"49.043";"76.225";"31.111";"16.028"
"Anicuns";"2006";"226.772";"...";"203.873";"26.732";"83.933";"93.209";"33.153";"22.899"
"Anicuns";"2007";"208.408";"...";"185.912";"27.830";"60.685";"97.397";"35.774";"22.496"
"Anicuns";"2008";"248.470";"...";"228.357";"41.579";"81.331";"105.447";"38.468";"20.113"
"Anicuns";"2009";"273.423";"...";"257.016";"48.547";"100.166";"108.302";"38.400";"16.407"
"Anicuns";"2010";"308.864";"15.235,99";"290.234";"50.769";"110.896";"80.432";"48.138";"18.629"
"Anicuns";"2011";"313.588";"15.407,47";"290.479";"63.283";"82.598";"92.425";"52.173";"23.109"
"Anicuns";"2012";"317.352";"15.507,82";"293.045";"62.921";"64.844";"106.969";"58.311";"24.307"
"Anicuns";"2013";"357.509";"16.867,59";"330.877";"74.447";"80.660";"109.886";"65.884";"26.632"
"Anicuns";"2014";"366.333";"17.168,11";"342.727";"60.186";"85.533";"118.744";"78.263";"23.606"
"Anicuns";"2015";"363.786";"16.937,59";"338.902";"69.728";"75.478";"118.705";"74.991";"24.884"
"Anicuns";"2016";"408.657";"18.907,07";"386.645";"96.835";"88.717";"121.335";"79.758";"22.013"
"Aparecida de Goiânia";"2002";"1.628.233";"...";"1.452.012";"3.046";"509.900";"939.066";"314.033";"176.221"
"Aparecida de Goiânia";"2003";"1.890.286";"...";"1.658.998";"3.155";"522.061";"1.133.782";"362.677";"231.288"
"Aparecida de Goiânia";"2004";"2.187.999";"...";"1.962.107";"3.882";"672.271";"1.285.953";"441.134";"225.893"
"Aparecida de Goiânia";"2005";"2.554.144";"...";"2.276.819";"3.086";"785.818";"1.487.914";"507.603";"277.325"
"Aparecida de Goiânia";"2006";"3.101.630";"...";"2.789.061";"3.127";"913.831";"1.872.103";"603.816";"312.569"
"Aparecida de Goiânia";"2007";"3.503.290";"...";"3.155.380";"4.121";"969.682";"2.181.578";"722.784";"347.910"
"Aparecida de Goiânia";"2008";"4.305.373";"...";"3.848.892";"4.478";"1.192.047";"2.652.367";"830.767";"456.481"
"Aparecida de Goiânia";"2009";"5.049.743";"...";"4.494.604";"5.934";"1.431.861";"3.056.810";"870.044";"555.139"
"Aparecida de Goiânia";"2010";"5.808.581";"12.745,52";"5.091.755";"8.242";"1.681.048";"2.519.333";"883.133";"716.826"
"Aparecida de Goiânia";"2011";"7.258.178";"15.605,86";"6.333.017";"6.931";"2.007.101";"3.273.303";"1.045.681";"925.161"
"Aparecida de Goiânia";"2012";"8.377.964";"17.666,87";"7.320.226";"8.476";"2.044.956";"4.093.013";"1.173.781";"1.057.738"
"Aparecida de Goiânia";"2013";"9.709.228";"19.394,44";"8.440.557";"15.094";"2.298.863";"4.760.488";"1.366.112";"1.268.671"
"Aparecida de Goiânia";"2014";"11.677.247";"22.837,32";"10.188.410";"9.236";"2.784.985";"5.851.627";"1.542.563";"1.488.837"
"Aparecida de Goiânia";"2015";"11.524.355";"22.081,12";"9.999.563";"9.173";"2.521.873";"5.812.760";"1.655.757";"1.524.792"
"Aparecida de Goiânia";"2016";"11.980.985";"22.514,94";"10.320.265";"10.267";"2.468.260";"6.057.955";"1.783.782";"1.660.720"
"Aparecida do Rio Doce";"2002";"17.572";"...";"16.638";"8.017";"1.351";"7.270";"3.795";"934"
"Aparecida do Rio Doce";"2003";"23.594";"...";"22.334";"12.474";"916";"8.945";"4.744";"1.260"
"Aparecida do Rio Doce";"2004";"26.233";"...";"24.812";"13.630";"1.264";"9.918";"5.011";"1.421"
"Aparecida do Rio Doce";"2005";"26.235";"...";"24.533";"10.596";"1.378";"12.559";"6.360";"1.703"
"Aparecida do Rio Doce";"2006";"26.024";"...";"24.286";"8.578";"1.852";"13.856";"6.819";"1.737"
"Aparecida do Rio Doce";"2007";"31.917";"...";"29.763";"10.830";"2.321";"16.612";"7.594";"2.154"
"Aparecida do Rio Doce";"2008";"39.233";"...";"37.118";"14.624";"2.058";"20.436";"10.290";"2.115"
"Aparecida do Rio Doce";"2009";"45.798";"...";"43.703";"18.043";"2.274";"23.386";"12.637";"2.095"
"Aparecida do Rio Doce";"2010";"45.137";"18.551,86";"42.689";"20.191";"2.305";"9.605";"10.588";"2.448"
"Aparecida do Rio Doce";"2011";"49.831";"20.515,14";"46.983";"23.683";"2.332";"9.995";"10.974";"2.848"
"Aparecida do Rio Doce";"2012";"56.787";"23.359,63";"54.022";"25.709";"2.965";"12.708";"12.640";"2.765"
"Aparecida do Rio Doce";"2013";"55.894";"22.348,82";"53.096";"25.802";"3.136";"12.247";"11.911";"2.798"
"Aparecida do Rio Doce";"2014";"66.950";"26.726,42";"63.833";"32.063";"3.032";"14.017";"14.722";"3.117"
"Aparecida do Rio Doce";"2015";"69.505";"27.691,13";"66.586";"33.914";"3.088";"13.206";"16.379";"2.918"
"Aparecida do Rio Doce";"2016";"73.902";"29.396,37";"70.515";"34.699";"3.356";"15.233";"17.228";"3.388"
"Aporé";"2002";"39.908";"...";"38.582";"19.338";"6.811";"12.434";"5.688";"1.326"
"Aporé";"2003";"46.406";"...";"44.173";"22.675";"5.769";"15.729";"7.267";"2.233"
"Aporé";"2004";"56.280";"...";"53.514";"23.666";"11.829";"18.019";"7.470";"2.766"
"Aporé";"2005";"44.545";"...";"42.125";"17.634";"2.874";"21.618";"7.893";"2.419"
"Aporé";"2006";"41.858";"...";"38.986";"15.663";"2.611";"20.712";"8.957";"2.872"
"Aporé";"2007";"48.007";"...";"43.316";"17.833";"2.253";"23.230";"10.364";"4.692"
"Aporé";"2008";"71.780";"...";"64.677";"23.870";"10.705";"30.102";"12.893";"7.103"
"Aporé";"2009";"91.102";"...";"84.822";"27.020";"27.729";"30.073";"11.133";"6.280"
"Aporé";"2010";"85.607";"22.463,24";"80.313";"35.009";"17.025";"14.218";"14.062";"5.294"
"Aporé";"2011";"101.900";"26.591,87";"94.208";"39.797";"20.538";"18.437";"15.435";"7.692"
"Aporé";"2012";"109.621";"28.399,20";"101.548";"36.660";"24.646";"20.405";"19.836";"8.073"
"Aporé";"2013";"157.277";"39.240,88";"145.932";"58.567";"41.710";"25.539";"20.116";"11.345"
"Aporé";"2014";"181.956";"45.005,11";"169.789";"75.666";"38.410";"31.780";"23.934";"12.167"
"Aporé";"2015";"234.187";"57.440,98";"222.896";"76.528";"87.531";"34.625";"24.212";"11.291"
"Aporé";"2016";"302.534";"73.609,20";"292.180";"110.397";"121.407";"36.779";"23.598";"10.354"
"Araçu";"2002";"13.986";"...";"13.299";"4.001";"644";"8.654";"4.950";"687"
"Araçu";"2003";"17.752";"...";"16.708";"4.496";"1.711";"10.501";"5.774";"1.044"
"Araçu";"2004";"18.326";"...";"17.485";"5.264";"963";"11.257";"6.523";"841"
"Araçu";"2005";"18.052";"...";"17.147";"4.163";"880";"12.104";"7.008";"905"
"Araçu";"2006";"20.231";"...";"19.293";"4.610";"1.283";"13.399";"7.705";"938"
"Araçu";"2007";"22.328";"...";"21.255";"5.998";"1.378";"13.880";"7.551";"1.072"
"Araçu";"2008";"26.032";"...";"24.845";"7.904";"1.363";"15.578";"8.477";"1.188"
"Araçu";"2009";"28.081";"...";"26.893";"8.937";"1.600";"16.355";"8.696";"1.188"
"Araçu";"2010";"32.186";"8.503,49";"30.784";"8.737";"3.103";"8.707";"10.237";"1.401"
"Araçu";"2011";"34.848";"9.223,88";"33.188";"10.142";"2.629";"9.131";"11.286";"1.660"
"Araçu";"2012";"40.309";"10.740,39";"38.468";"11.830";"2.905";"11.126";"12.607";"1.841"
"Araçu";"2013";"42.779";"11.189,89";"40.805";"11.766";"3.324";"11.607";"14.108";"1.974"
"Araçu";"2014";"46.714";"12.293,24";"44.586";"12.303";"4.074";"13.139";"15.069";"2.129"
"Araçu";"2015";"47.324";"12.532,88";"45.209";"13.341";"3.354";"12.692";"15.822";"2.115"
"Araçu";"2016";"51.889";"13.826,10";"49.788";"15.220";"4.823";"13.131";"16.614";"2.101"
"Aragarças";"2002";"39.243";"...";"36.706";"2.151";"2.375";"32.180";"16.188";"2.537"
"Aragarças";"2003";"45.060";"...";"42.035";"2.549";"2.899";"36.587";"18.622";"3.025"
"Aragarças";"2004";"53.619";"...";"50.030";"2.670";"4.610";"42.750";"20.846";"3.589"
"Aragarças";"2005";"59.810";"...";"55.753";"2.392";"4.492";"48.869";"22.934";"4.057"
"Aragarças";"2006";"67.781";"...";"62.820";"2.108";"4.074";"56.638";"25.866";"4.961"
"Aragarças";"2007";"78.561";"...";"72.436";"2.601";"4.819";"65.016";"29.095";"6.125"
"Aragarças";"2008";"90.350";"...";"83.601";"3.320";"5.067";"75.214";"33.073";"6.748"
"Aragarças";"2009";"105.474";"...";"98.060";"3.778";"11.803";"82.479";"33.087";"7.415"
"Aragarças";"2010";"111.587";"6.094,33";"103.280";"4.776";"8.100";"51.231";"39.173";"8.307"
"Aragarças";"2011";"127.087";"6.893,02";"116.654";"5.144";"9.598";"58.080";"43.832";"10.432"
"Aragarças";"2012";"145.589";"7.842,55";"133.693";"6.379";"9.282";"70.376";"47.656";"11.896"
"Aragarças";"2013";"171.747";"8.914,03";"156.978";"7.474";"11.231";"81.158";"57.116";"14.768"
"Aragarças";"2014";"197.686";"10.176,35";"181.260";"8.027";"11.397";"97.839";"63.998";"16.425"
"Aragarças";"2015";"213.081";"10.880,91";"194.687";"8.735";"12.375";"108.637";"64.939";"18.394"
"Aragarças";"2016";"215.076";"10.897,66";"196.698";"8.906";"12.568";"108.045";"67.179";"18.379"
"Aragoiânia";"2002";"26.160";"...";"24.244";"3.128";"5.039";"16.077";"7.603";"1.916"
"Aragoiânia";"2003";"26.670";"...";"24.648";"3.311";"4.865";"16.472";"8.159";"2.022"
"Aragoiânia";"2004";"28.898";"...";"27.020";"3.772";"4.573";"18.674";"9.539";"1.879"
"Aragoiânia";"2005";"31.326";"...";"29.468";"3.197";"5.874";"20.397";"10.297";"1.857"
"Aragoiânia";"2006";"36.982";"...";"34.884";"3.194";"8.524";"23.166";"11.922";"2.099"
"Aragoiânia";"2007";"42.241";"...";"39.643";"3.829";"9.794";"26.021";"13.459";"2.598"
"Aragoiânia";"2008";"40.881";"...";"38.245";"4.434";"5.489";"28.322";"15.161";"2.636"
"Aragoiânia";"2009";"50.422";"...";"47.891";"5.006";"7.189";"35.695";"20.175";"2.531"
"Aragoiânia";"2010";"57.897";"6.913,10";"54.767";"5.936";"11.069";"16.387";"21.376";"3.130"
"Aragoiânia";"2011";"64.271";"7.548,81";"60.332";"6.054";"13.490";"18.697";"22.091";"3.938"
"Aragoiânia";"2012";"68.940";"7.961,66";"64.378";"6.711";"12.038";"21.957";"23.672";"4.562"
"Aragoiânia";"2013";"79.488";"8.727,33";"74.177";"9.347";"13.279";"24.759";"26.791";"5.312"
"Aragoiânia";"2014";"92.852";"10.007,75";"87.172";"9.051";"13.840";"33.134";"31.147";"5.680"
"Aragoiânia";"2015";"98.737";"10.455,05";"92.593";"9.656";"13.734";"36.155";"33.048";"6.145"
"Aragoiânia";"2016";"99.130";"10.318,54";"91.843";"10.152";"12.718";"34.272";"34.701";"7.288"
"Araguapaz";"2002";"29.466";"...";"27.620";"11.018";"1.083";"15.519";"7.610";"1.846"
"Araguapaz";"2003";"35.654";"...";"33.006";"12.636";"1.459";"18.910";"8.733";"2.648"
"Araguapaz";"2004";"37.421";"...";"34.819";"13.433";"1.716";"19.669";"8.811";"2.602"
"Araguapaz";"2005";"38.264";"...";"35.219";"11.258";"1.569";"22.392";"9.655";"3.045"
"Araguapaz";"2006";"41.979";"...";"38.582";"11.259";"1.752";"25.572";"10.108";"3.396"
"Araguapaz";"2007";"48.162";"...";"44.732";"14.574";"1.931";"28.227";"11.633";"3.430"
"Araguapaz";"2008";"55.208";"...";"51.825";"18.649";"2.014";"31.161";"14.175";"3.383"
"Araguapaz";"2009";"60.391";"...";"57.200";"21.904";"2.334";"32.962";"14.921";"3.191"
"Araguapaz";"2010";"72.435";"9.641,31";"68.344";"27.426";"2.962";"21.201";"16.756";"4.091"
"Araguapaz";"2011";"78.869";"10.479,58";"73.663";"27.322";"3.272";"24.052";"19.017";"5.206"
"Araguapaz";"2012";"86.067";"11.413,23";"80.213";"27.485";"4.221";"28.290";"20.217";"5.854"
"Araguapaz";"2013";"91.124";"11.724,64";"85.181";"29.450";"4.495";"27.884";"23.352";"5.943"
"Araguapaz";"2014";"102.340";"13.128,99";"96.057";"31.662";"4.936";"32.915";"26.543";"6.284"
"Araguapaz";"2015";"115.907";"14.825,66";"108.687";"39.201";"4.514";"36.418";"28.554";"7.220"
"Araguapaz";"2016";"114.657";"14.622,77";"108.164";"40.756";"4.542";"32.943";"29.923";"6.493"
"Arenópolis";"2002";"20.381";"...";"19.463";"8.472";"2.318";"8.673";"4.798";"918"
"Arenópolis";"2003";"22.355";"...";"21.241";"10.303";"1.650";"9.287";"5.026";"1.114"
"Arenópolis";"2004";"24.553";"...";"23.540";"12.631";"706";"10.202";"5.673";"1.013"
"Arenópolis";"2005";"50.281";"...";"48.057";"9.964";"22.584";"15.509";"6.734";"2.223"
"Arenópolis";"2006";"30.960";"...";"29.062";"8.427";"5.543";"15.092";"8.065";"1.899"
"Arenópolis";"2007";"24.943";"...";"23.684";"9.097";"1.097";"13.489";"7.746";"1.259"
"Arenópolis";"2008";"28.476";"...";"27.248";"11.914";"921";"14.413";"8.453";"1.227"
"Arenópolis";"2009";"33.116";"...";"31.865";"15.476";"1.369";"15.019";"8.435";"1.251"
"Arenópolis";"2010";"73.454";"22.408,03";"71.766";"19.454";"34.512";"7.906";"9.894";"1.688"
"Arenópolis";"2011";"73.854";"22.921,80";"71.829";"22.671";"30.070";"8.857";"10.231";"2.025"
"Arenópolis";"2012";"96.539";"30.473,10";"93.612";"33.257";"35.241";"13.645";"11.470";"2.927"
"Arenópolis";"2013";"108.307";"34.058,69";"104.377";"35.555";"40.213";"15.849";"12.761";"3.929"
"Arenópolis";"2014";"110.726";"35.466,32";"106.675";"43.953";"28.514";"20.510";"13.698";"4.051"
"Arenópolis";"2015";"94.533";"30.832,57";"88.730";"44.862";"10.280";"18.875";"14.713";"5.803"
"Arenópolis";"2016";"92.641";"30.767,47";"87.735";"49.089";"6.805";"17.463";"14.378";"4.906"
"Aruanã";"2002";"31.806";"...";"30.162";"15.348";"830";"13.983";"5.258";"1.644"
"Aruanã";"2003";"39.036";"...";"36.712";"16.914";"1.461";"18.337";"7.303";"2.325"
"Aruanã";"2004";"40.851";"...";"38.382";"18.265";"1.447";"18.670";"6.394";"2.468"
"Aruanã";"2005";"43.157";"...";"40.351";"15.580";"1.604";"23.166";"9.018";"2.806"
"Aruanã";"2006";"46.551";"...";"43.329";"14.847";"2.262";"26.221";"9.548";"3.221"
"Aruanã";"2007";"57.270";"...";"53.621";"18.547";"2.791";"32.282";"13.199";"3.649"
"Aruanã";"2008";"67.884";"...";"63.821";"25.116";"3.065";"35.640";"15.177";"4.062"
"Aruanã";"2009";"74.402";"...";"70.187";"29.614";"3.311";"37.262";"15.337";"4.216"
"Aruanã";"2010";"90.039";"11.995,66";"85.030";"36.403";"3.906";"25.468";"19.253";"5.010"
"Aruanã";"2011";"100.890";"13.135,07";"94.433";"37.460";"4.567";"29.843";"22.563";"6.457"
"Aruanã";"2012";"111.121";"14.139,28";"104.222";"38.346";"5.038";"35.259";"25.579";"6.898"
"Aruanã";"2013";"121.250";"14.547,11";"113.561";"41.178";"5.811";"38.858";"27.713";"7.689"
"Aruanã";"2014";"143.373";"16.784,43";"133.757";"46.315";"7.087";"48.763";"31.592";"9.616"
"Aruanã";"2015";"160.142";"18.310,36";"149.084";"50.825";"7.668";"55.244";"35.346";"11.058"
"Aruanã";"2016";"162.664";"18.184,90";"152.570";"56.735";"7.679";"50.830";"37.326";"10.094"
"Aurilândia";"2002";"15.327";"...";"14.558";"5.880";"384";"8.295";"4.641";"769"
"Aurilândia";"2003";"17.208";"...";"16.242";"6.377";"437";"9.428";"5.179";"966"
"Aurilândia";"2004";"19.383";"...";"18.450";"7.180";"587";"10.683";"5.995";"933"
"Aurilândia";"2005";"19.187";"...";"18.189";"6.088";"540";"11.561";"6.457";"998"
"Aurilândia";"2006";"20.069";"...";"19.055";"5.439";"846";"12.770";"7.121";"1.015"
"Aurilândia";"2007";"22.504";"...";"21.381";"6.707";"971";"13.702";"7.527";"1.123"
"Aurilândia";"2008";"26.930";"...";"25.440";"8.861";"1.278";"15.300";"7.775";"1.491"
"Aurilândia";"2009";"31.295";"...";"29.332";"9.952";"1.790";"17.591";"7.581";"1.963"
"Aurilândia";"2010";"33.787";"9.256,78";"32.162";"12.160";"2.226";"8.272";"9.504";"1.625"
"Aurilândia";"2011";"38.698";"10.731,57";"36.588";"13.162";"2.855";"9.660";"10.911";"2.110"
"Aurilândia";"2012";"41.800";"11.735,07";"39.446";"13.684";"3.038";"11.348";"11.376";"2.354"
"Aurilândia";"2013";"49.175";"13.663,47";"46.703";"17.065";"3.549";"12.353";"13.736";"2.472"
"Aurilândia";"2014";"53.991";"15.196,01";"51.130";"18.787";"4.110";"13.732";"14.500";"2.861"
"Aurilândia";"2015";"54.772";"15.613,58";"51.897";"18.089";"3.944";"14.313";"15.551";"2.876"
"Aurilândia";"2016";"55.834";"16.113,79";"53.027";"18.757";"3.779";"14.575";"15.917";"2.807"
"Avelinópolis";"2002";"12.444";"...";"11.806";"4.577";"903";"6.326";"3.780";"638"
"Avelinópolis";"2003";"14.605";"...";"13.644";"5.365";"1.005";"7.275";"4.070";"961"
"Avelinópolis";"2004";"16.001";"...";"14.967";"5.630";"1.391";"7.945";"4.289";"1.035"
"Avelinópolis";"2005";"15.550";"...";"14.482";"4.562";"1.247";"8.673";"4.834";"1.068"
"Avelinópolis";"2006";"17.144";"...";"16.104";"4.790";"1.400";"9.914";"5.521";"1.041"
"Avelinópolis";"2007";"19.641";"...";"18.414";"5.922";"1.995";"10.497";"5.944";"1.227"
"Avelinópolis";"2008";"25.530";"...";"24.196";"10.323";"2.290";"11.583";"6.451";"1.334"
"Avelinópolis";"2009";"28.038";"...";"26.728";"12.211";"2.729";"11.789";"6.220";"1.310"
"Avelinópolis";"2010";"33.764";"13.775,43";"31.545";"11.374";"5.771";"6.947";"7.453";"2.219"
"Avelinópolis";"2011";"42.715";"17.463,31";"40.188";"13.547";"10.677";"8.125";"7.839";"2.528"
"Avelinópolis";"2012";"43.527";"17.824,32";"40.922";"15.105";"8.284";"9.191";"8.342";"2.605"
"Avelinópolis";"2013";"47.333";"18.902,76";"44.545";"16.936";"9.355";"8.868";"9.385";"2.788"
"Avelinópolis";"2014";"47.852";"19.133,13";"45.121";"20.265";"5.211";"9.030";"10.615";"2.731"
"Avelinópolis";"2015";"47.837";"19.142,59";"45.510";"21.311";"3.495";"9.528";"11.176";"2.327"
"Avelinópolis";"2016";"45.990";"18.425,35";"44.018";"19.467";"2.629";"9.542";"12.379";"1.972"
"Baliza";"2002";"11.588";"...";"11.306";"6.229";"347";"4.730";"3.054";"283"
"Baliza";"2003";"14.911";"...";"14.497";"8.593";"505";"5.399";"3.417";"414"
"Baliza";"2004";"17.771";"...";"17.116";"9.945";"726";"6.445";"3.931";"655"
"Baliza";"2005";"16.425";"...";"15.608";"8.040";"609";"6.959";"4.274";"817"
"Baliza";"2006";"16.521";"...";"15.616";"7.286";"646";"7.684";"4.219";"905"
"Baliza";"2007";"21.011";"...";"20.286";"8.056";"734";"11.496";"7.922";"726"
"Baliza";"2008";"22.563";"...";"21.761";"8.922";"726";"12.113";"8.325";"802"
"Baliza";"2009";"22.409";"...";"21.426";"8.686";"626";"12.114";"8.443";"983"
"Baliza";"2010";"32.213";"8.673,45";"31.048";"14.332";"1.266";"4.962";"10.488";"1.165"
"Baliza";"2011";"31.411";"8.211,94";"30.270";"14.021";"1.045";"4.346";"10.858";"1.140"
"Baliza";"2012";"41.737";"10.612,05";"40.363";"21.147";"1.526";"5.793";"11.896";"1.374"
"Baliza";"2013";"57.703";"13.748,68";"55.902";"29.835";"2.910";"7.835";"15.322";"1.801"
"Baliza";"2014";"60.068";"13.901,33";"57.961";"30.400";"2.317";"8.269";"16.976";"2.106"
"Baliza";"2015";"65.210";"14.676,98";"62.793";"31.950";"2.431";"9.639";"18.774";"2.417"
"Baliza";"2016";"72.209";"15.828,43";"69.922";"39.071";"2.511";"9.699";"18.640";"2.288"
"Barro Alto";"2002";"28.599";"...";"26.675";"12.012";"1.082";"13.580";"6.545";"1.924"
"Barro Alto";"2003";"31.967";"...";"29.634";"12.650";"1.177";"15.807";"8.054";"2.333"
"Barro Alto";"2004";"41.924";"...";"39.202";"12.908";"8.793";"17.502";"7.753";"2.722"
"Barro Alto";"2005";"51.239";"...";"47.166";"11.976";"12.977";"22.214";"9.590";"4.073"
"Barro Alto";"2006";"56.219";"...";"51.251";"10.523";"15.036";"25.692";"11.463";"4.968"
"Barro Alto";"2007";"69.410";"...";"62.960";"14.989";"14.842";"33.130";"14.258";"6.450"
"Barro Alto";"2008";"87.089";"...";"73.835";"17.984";"12.666";"43.185";"17.901";"13.255"
"Barro Alto";"2009";"93.141";"...";"77.271";"19.840";"14.646";"42.785";"17.290";"15.870"
"Barro Alto";"2010";"124.126";"14.265,70";"95.501";"20.601";"15.857";"30.974";"28.069";"28.625"
"Barro Alto";"2011";"188.957";"21.216,78";"155.771";"22.165";"57.882";"43.978";"31.746";"33.186"
"Barro Alto";"2012";"474.081";"52.159,84";"435.953";"24.863";"289.533";"83.020";"38.538";"38.128"
"Barro Alto";"2013";"463.005";"48.199,54";"421.082";"26.938";"267.157";"86.520";"40.467";"41.923"
"Barro Alto";"2014";"556.095";"56.628,81";"498.349";"22.171";"326.165";"103.189";"46.824";"57.746"
"Barro Alto";"2015";"605.071";"60.320,14";"537.356";"26.384";"356.150";"105.290";"49.532";"67.715"
"Barro Alto";"2016";"794.970";"77.671,72";"720.744";"40.803";"470.051";"157.750";"52.140";"74.227"
"Bela Vista de Goiás";"2002";"142.630";"...";"125.194";"29.067";"26.642";"69.486";"21.024";"17.436"
"Bela Vista de Goiás";"2003";"205.485";"...";"176.025";"37.559";"47.753";"90.714";"24.559";"29.460"
"Bela Vista de Goiás";"2004";"216.483";"...";"186.929";"39.745";"52.061";"95.123";"26.867";"29.553"
"Bela Vista de Goiás";"2005";"242.757";"...";"213.766";"33.380";"80.162";"100.224";"29.080";"28.991"
"Bela Vista de Goiás";"2006";"261.135";"...";"234.455";"30.043";"88.073";"116.339";"32.770";"26.679"
"Bela Vista de Goiás";"2007";"268.919";"...";"241.782";"35.700";"85.163";"120.919";"36.203";"27.137"
"Bela Vista de Goiás";"2008";"258.379";"...";"232.302";"42.470";"64.632";"125.200";"42.295";"26.077"
"Bela Vista de Goiás";"2009";"323.158";"...";"291.140";"53.783";"94.689";"142.668";"42.665";"32.018"
"Bela Vista de Goiás";"2010";"387.922";"15.808,39";"349.353";"64.189";"111.693";"119.629";"53.842";"38.569"
"Bela Vista de Goiás";"2011";"434.893";"17.420,10";"387.862";"68.663";"117.596";"140.308";"61.295";"47.031"
"Bela Vista de Goiás";"2012";"547.371";"21.583,19";"489.934";"78.264";"167.515";"175.295";"68.859";"57.438"
"Bela Vista de Goiás";"2013";"760.681";"28.551,95";"680.979";"106.657";"280.093";"214.677";"79.552";"79.702"
"Bela Vista de Goiás";"2014";"786.263";"29.000,57";"697.104";"117.202";"241.709";"248.541";"89.653";"89.159"
"Bela Vista de Goiás";"2015";"835.345";"30.235,47";"739.693";"119.374";"250.101";"273.341";"96.877";"95.653"
