Localidade;Ano;Cursos Presenciais Federal;na Educação de Jovens a Adultos Estadual;Educação de Jovens a Adultos Federal;Cursos Presenciais Estadual;Educação de Jovens a Adultos Municipal;Cursos Presenciais Municipal;Cursos Presenciais Particular;Educação de Jovens a Adultos Particular;Cursos Presenciais Comunitária/Confessional/Filantrópica;Educação profissional Estadual;Educação profissional Federal;Educação profissional Municipal;Educação profissional Particular;Ensino Médio Estadual;Ensino Médio Federal;Ensino Médio Municipal;Ensino Médio Particular
Ipiranga de Goiás;2009;;;;;;;;;;;;;;131;;;
Ipiranga de Goiás;2010;; ; ;; ;;; ;; ; ; ; ;114; ; ; 
Ipiranga de Goiás;2011;;;;;;;;;;;;;;108;;;
Ipiranga de Goiás;2012;;;;;;;;;;;;;;102;;;
Ipiranga de Goiás;2013;;;;;;;;;;;;;;117;;;
Ipiranga de Goiás;2014;;;;;;;;;;;;;;111;;;
Ipiranga de Goiás;2015;;;;;;;;;;;;;;126;;;
Ipiranga de Goiás;2016;;;;;;;;;;;;;;110;;;
Ipiranga de Goiás;2017;;16;;;;;;;;;;;;79;;;
Ipiranga de Goiás;2018;;15;0;;0;;;0;;0;0;0;0;73;0;0;0
Iporá;2002;;1757;;1129;143;;;;;;;;;1309;;;167
Iporá;2003;;1678;;1072;74;;;;;;;;;1292;;;174
Iporá;2004;;1418;;1109;159;;;;;;;;;1252;;;191
Iporá;2005;;1252;;1017;122;;219;;;;;;;1224;;;218
Iporá;2006;;976;;903;83;;311;;;;;;;1405;;;221
Iporá;2007;;595;;890;91;;298;;;;;;;1363;;;184
Iporá;2008;;386;;830;86;;320;;;;;;;1437;;;151
Iporá;2009;;320;;762;51;;254;;;;;;169;1331;;;149
Iporá;2010;;370; ;664;40;;216; ;; ; ; ;144;1398; ; ;148
Iporá;2011;29;344;9;644;32;;226;;;;285;;151;1279;71;;131
Iporá;2012;77;572;52;551;46;;325;;;;320;;;1080;126;;147
Iporá;2013;148;284;24;436;50;;329;;;;362;;57;975;238;;97
Iporá;2014;;309;17;;39;;;;;;166;;149;945;221;;70
Iporá;2015;;213;23;;53;;;;;;1226;;251;1024;279;;68
Iporá;2016;;152;67;;25;;;;;18;847;;160;905;310;;65
Iporá;2017;;229;53;;27;;;;;;463;;57;834;306;;63
Iporá;2018;;202;28;;23;;;0;;0;1019;0;123;829;308;0;59
Israelândia;2002;;;;;118;;;;;;;;;115;;;
Israelândia;2003;;;;;92;;;;;;;;;122;;;
Israelândia;2004;;;;;116;;;;;;;;;129;;;
Israelândia;2005;;;;;78;;;;;;;;;123;;;
Israelândia;2006;;;;;46;;;;;;;;;133;;;
Israelândia;2007;;;;;43;;;;;;;;;127;;;
Israelândia;2008;;;;;47;;;;;;;;;137;;;
Israelândia;2009;;;;;38;;;;;;;;;147;;;
Israelândia;2010;; ; ;;23;;; ;; ; ; ; ;144; ; ; 
Israelândia;2011;;;;;34;;;;;;;;;134;;;
Israelândia;2012;;;;;22;;;;;;;;;114;;;
Israelândia;2013;;;;;8;;;;;;;;;106;;;
Israelândia;2014;;;;;;;;;;;;;;108;;;
Israelândia;2015;;;;;;;;;;;;;;94;;;
Israelândia;2016;;;;;;;;;;;;;;65;;;
Israelândia;2017;;5;;;;;;;;;;;;75;;;
Israelândia;2018;;17;0;;0;;;0;;0;0;0;0;76;0;0;0
Itaberaí;2002;;444;;573;106;;;59;;;;;;1560;;;99
Itaberaí;2003;;463;;496;37;;;124;;;;;;1051;;;139
Itaberaí;2004;;472;;475;14;;;;;;;;;1121;;;144
Itaberaí;2005;;414;;441;35;;;92;;;;;;1015;;;188
Itaberaí;2006;;493;;399;120;;;;;;;;;1092;;;
Itaberaí;2007;;358;;448;72;;;;;;;;;1037;;;146
Itaberaí;2008;;255;;438;227;;96;;;;;;;1049;;;261
Itaberaí;2009;;305;;391;369;;191;;;;;;;1230;;;262
Itaberaí;2010;;257; ;355;285;;253; ;; ; ; ; ;1202; ; ;217
Itaberaí;2011;;217;;345;301;;197;;;;;;;1311;;;188
Itaberaí;2012;;191;;286;272;;178;;;;;;;1234;;;170
Itaberaí;2013;;177;;272;115;;150;;;;;;;1216;;;155
Itaberaí;2014;;194;;;110;;;;;;;;;1244;;;136
Itaberaí;2015;;138;;;214;;;;;56;;;;1249;;;155
Itaberaí;2016;;148;;;140;;;;;22;;;;1259;;;149
Itaberaí;2017;;122;;;127;;;;;14;;;;1212;;;153
Itaberaí;2018;;173;0;;207;;;0;;0;0;0;0;1318;0;0;153
Itaguari;2002;;;;;;;;;;;;;;245;;;
Itaguari;2003;;;;;31;;;;;;;;;226;;;
Itaguari;2004;;;;;;;;;;;;;;266;;;
Itaguari;2005;;;;;21;;;;;;;;;264;;;
Itaguari;2006;;;;;17;;;;;;;;;247;;;
Itaguari;2007;;;;;15;;;;;;;;;204;;;
Itaguari;2008;;;;;25;;;;;;;;;219;;;
Itaguari;2009;;;;;13;;;;;;;;;221;;;
Itaguari;2010;; ; ;;22;;; ;; ; ; ; ;241; ; ; 
Itaguari;2011;;;;;19;;;;;;;;;234;;;
Itaguari;2012;;;;;23;;;;;;;;;224;;;
Itaguari;2013;;;;;21;;;;;;;;;208;;;
Itaguari;2014;;;;;15;;;;;;;;;206;;;
Itaguari;2015;;;;;19;;;;;;;;;202;;;
Itaguari;2016;;;;;19;;;;;;;;;219;;;
Itaguari;2017;;16;;;;;;;;;;;;188;;;
Itaguari;2018;;23;0;;0;;;0;;0;0;0;0;188;0;0;0
Itaguaru;2002;;270;;;;;;;;;;;;446;;;
Itaguaru;2003;;345;;;;;;;;;;;;350;;;
Itaguaru;2004;;199;;;;;;;;;;;;352;;;
Itaguaru;2005;;181;;;;;;;;;;;;357;;;
Itaguaru;2006;;151;;;;;;;;;;;;345;;;
Itaguaru;2007;;88;;;;;;;;;;;;268;;;
Itaguaru;2008;;75;;;;;;;;;;;;215;;;
Itaguaru;2009;;61;;;;;;;;;;;;250;;;
Itaguaru;2010;;67; ;; ;;; ;; ; ; ; ;241; ; ; 
Itaguaru;2011;;75;;;;;;;;;;;;244;;;
Itaguaru;2012;;72;;;;;;;;;;;;238;;;
Itaguaru;2013;;55;;;;;;;;;;;;231;;;
Itaguaru;2014;;55;;;;;;;;;;;;223;;;
Itaguaru;2015;;47;;;;;;;;;;;;169;;;
Itaguaru;2016;;34;;;;;;;;;;;;178;;;
Itaguaru;2017;;50;;;;;;;;;;;;150;;;
Itaguaru;2018;;48;0;;0;;;0;;0;0;0;0;194;0;0;0
Itajá;2002;;;;;61;;;;;;;;;222;;;
Itajá;2003;;;;;61;;;;;;;;;184;;28;
Itajá;2004;;;;;50;;;;;;;;;192;;32;
Itajá;2005;;;;;51;;;;;;;;;229;;36;
Itajá;2006;;;;;33;;;;;;;;;291;;20;
Itajá;2007;;;;;18;;;;;;;;;282;;35;
Itajá;2008;;;;;14;;;;;;;;;183;;27;
Itajá;2009;;;;;18;;;;;;;;;191;;23;
Itajá;2010;; ; ;;19;;; ;; ; ; ; ;224; ;19; 
Itajá;2011;;;;;13;;;;;;;;;152;;16;
Itajá;2012;;;;;11;;;;;;;;;144;;16;
Itajá;2013;;;;;11;;;;;;;;;131;;17;
Itajá;2014;;;;;;;;;;;;;;169;;;
Itajá;2015;;;;;;;;;;;;;;178;;;
Itajá;2016;;;;;;;;;;;;;;159;;;
Itajá;2017;;8;;;11;;;;;;;;;155;;;
Itajá;2018;;22;0;;9;;;0;;0;0;0;0;147;0;0;0
Itapaci;2002;;362;;62;332;;;;;;;;;706;;;
Itapaci;2003;;406;;57;297;;;;;;;;;794;;;
Itapaci;2004;;384;;103;326;;;;;;;;37;478;;;261
Itapaci;2005;;214;;44;346;;;;;;;;;559;;;207
Itapaci;2006;;236;;137;191;;;;;;;;;576;;;221
Itapaci;2007;;63;;137;180;;;;;;;;;566;;;226
Itapaci;2008;;183;;87;196;;;;;;;;38;528;;;189
Itapaci;2009;;158;;;202;;;;;;;;29;541;;;219
Itapaci;2010;;188; ;;189;;; ;; ; ; ;8;594; ; ;237
Itapaci;2011;;148;;;209;;;;;;;;;562;;;248
Itapaci;2012;;104;;;211;;;;;;;;;551;;;262
Itapaci;2013;;109;;;128;;;;;;;;271;522;;;205
Itapaci;2014;;184;;;120;;;;;;;;92;509;;;222
Itapaci;2015;;163;;;100;;;;;;;;79;503;;;244
Itapaci;2016;;279;;;;;;;;;;;226;566;;;208
Itapaci;2017;;337;;;;;;;;;;;132;530;;;184
Itapaci;2018;;290;0;;0;;;0;;0;0;0;85;655;0;0;120
Itapirapuã;2002;;57;;;30;;;;;;;;;385;;;
Itapirapuã;2003;;;;;27;;;;;;;;;428;;;
Itapirapuã;2004;;;;;26;;;;;;;;;460;;;
Itapirapuã;2005;;;;;39;;;;;;;;;455;;;
Itapirapuã;2006;;;;;41;;;;;;;;;462;;;
Itapirapuã;2007;;;;;7;;;;;;;;;394;;;
Itapirapuã;2008;;28;;;18;;;;;;;;;403;;;
Itapirapuã;2009;;58;;;16;;;;;;;;;387;;;
Itapirapuã;2010;;40; ;;22;;; ;; ; ; ; ;358; ; ; 
Itapirapuã;2011;;71;;;23;;;;;;;;;339;;;
Itapirapuã;2012;;55;;;32;;;;;;;;;327;;;
Itapirapuã;2013;;10;;;36;;;;;;;;;352;;;
Itapirapuã;2014;;20;;;29;;;;;;;;;352;;;
Itapirapuã;2015;;;;;29;;;;;;;;;346;;;
Itapirapuã;2016;;;;;28;;;;;;;;;312;;;
Itapirapuã;2017;;47;;;32;;;;;;;;;262;;;
Itapirapuã;2018;;40;0;;19;;;0;;18;0;0;0;290;0;0;0
Itapuranga;2002;;336;;746;;;;;;;;;;1584;;;98
Itapuranga;2003;;409;;708;182;;;;;;;;;1367;;;116
Itapuranga;2004;;471;;644;98;;;;;;;;;1405;;;114
Itapuranga;2005;;374;;571;121;;;;;;;;;1280;;;126
Itapuranga;2006;;315;;527;111;;;;;;;;;1235;;;113
Itapuranga;2007;;182;;568;40;;;;;;;;;1221;;;87
Itapuranga;2008;;207;;683;62;;;;;;;;;1116;;;64
Itapuranga;2009;;144;;643;73;;;;;;;;;1143;;;74
Itapuranga;2010;;190; ;618;57;;; ;; ; ; ; ;1164; ; ;71
Itapuranga;2011;;185;;619;67;;20;;;;;;;1114;;;84
Itapuranga;2012;;110;;549;65;;72;;;;;;;1008;;;74
Itapuranga;2013;;116;;508;49;;241;;;;;;;1016;;;70
Itapuranga;2014;;119;;;52;;;;;;;;;881;;;53
Itapuranga;2015;;102;;;60;;;;;;;;;972;;;33
Itapuranga;2016;;127;;;50;;;;;;;;84;819;;;26
Itapuranga;2017;;184;;;31;;;;;;;;74;789;;;31
Itapuranga;2018;;203;0;;47;;;0;;22;0;0;63;773;0;0;8
Itarumã;2002;;;;;114;;;;;;;;;130;;;
Itarumã;2003;;;;;123;;;;;;;;;175;;;
Itarumã;2004;;;;;60;;;;;;;;;173;;;
Itarumã;2005;;;;;60;;;;;;;;;198;;;
Itarumã;2006;;;;;;;;;;;;;;252;;;
Itarumã;2007;;;;;;;;;;;;;;217;;;
Itarumã;2008;;;;;;;;;;;;;;193;;;
Itarumã;2009;;;;;;;;;;;;;;195;;;
Itarumã;2010;; ; ;; ;;; ;; ; ; ; ;167; ; ; 
Itarumã;2011;;;;;;;;;;;;;;149;;;
Itarumã;2012;;;;;;;;;;;;;;193;;;
Itarumã;2013;;;;;;;;;;;;;;172;;;
